arrival_airport_icao,departure_airport_icao,departure_airport_name,scheduled_arrival_time,flight_number,data_retrieved_at,airport_id
EGLL,EGPD,Aberdeen,2024-02-16 07:45:00,JL 6504,2024-02-15 13:58:49,18
EGLL,LSZH,Zurich,2024-02-16 07:30:00,JL 6506,2024-02-15 13:58:49,18
EGLL,EGCC,Manchester,2024-02-16 07:15:00,JL 6508,2024-02-15 13:58:49,18
EGLL,LSGG,Geneva,2024-02-16 07:35:00,JL 6520,2024-02-15 13:58:49,18
EGLL,EHAM,Amsterdam,2024-02-16 07:25:00,JL 7104,2024-02-15 13:58:49,18
EGLL,LFSB,Bâle/Mulhouse,2024-02-16 07:35:00,JL 7708,2024-02-15 13:58:49,18
EGLL,EDDL,Duesseldorf,2024-02-16 07:40:00,JL 7780,2024-02-15 13:58:49,18
EGLL,EDDH,Hamburg,2024-02-16 07:15:00,JL 7790,2024-02-15 13:58:49,18
EGLL,KSEA,Seattle,2024-02-16 07:00:00,EI 8752,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 07:10:00,EI 8876,2024-02-15 13:58:49,18
EGLL,OMDB,Dubai,2024-02-16 07:10:00,EK 7,2024-02-15 13:58:49,18
EGLL,EDDL,Duesseldorf,2024-02-16 07:25:00,EW 9468,2024-02-15 13:58:49,18
EGLL,WSSS,Singapore,2024-02-16 07:20:00,FJ 5949,2024-02-15 13:58:49,18
EGLL,OMDB,Dubai,2024-02-16 07:10:00,GA 8865,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 07:20:00,GF 6650,2024-02-15 13:58:49,18
EGLL,VVNB,Hanoi,2024-02-16 07:15:00,K6 3055,2024-02-15 13:58:49,18
EGLL,EHAM,Amsterdam,2024-02-16 07:40:00,KL 1001,2024-02-15 13:58:49,18
EGLL,KTPA,Tampa,2024-02-16 07:55:00,KL 4821,2024-02-15 13:58:49,18
EGLL,KATL,Atlanta,2024-02-16 07:05:00,KL 6043,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 07:55:00,KL 6101,2024-02-15 13:58:49,18
EGLL,EHAM,Amsterdam,2024-02-16 07:40:00,KQ 1001,2024-02-15 13:58:49,18
EGLL,HKJK,Nairobi,2024-02-16 07:50:00,KQ 102,2024-02-15 13:58:49,18
EGLL,EDDV,Hanover,2024-02-16 07:35:00,BA 957,2024-02-15 13:58:49,18
EGLL,EDDH,Hamburg,2024-02-16 07:15:00,BA 963,2024-02-15 13:58:49,18
EGLL,OMDB,Dubai,2024-02-16 07:20:00,BI 97,2024-02-15 13:58:49,18
EGLL,EDDL,Duesseldorf,2024-02-16 07:25:00,LH 5334,2024-02-15 13:58:49,18
EGLL,CYUL,Montreal,2024-02-16 07:10:00,LH 6839,2024-02-15 13:58:49,18
EGLL,KIAH,Houston,2024-02-16 07:25:00,LH 7622,2024-02-15 13:58:49,18
EGLL,EDDF,Frankfurt-am-Main,2024-02-16 07:45:00,LH 924,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 07:55:00,LH 9349,2024-02-15 13:58:49,18
EGLL,KSFO,San Francisco,2024-02-16 07:30:00,LH 9375,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 07:55:00,LX 3041,2024-02-15 13:58:49,18
EGLL,KIAH,Houston,2024-02-16 07:25:00,LX 3065,2024-02-15 13:58:49,18
EGLL,KSFO,San Francisco,2024-02-16 07:30:00,LX 3069,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 07:20:00,LY 8028,2024-02-15 13:58:49,18
EGLL,KCLT,Charlotte,2024-02-16 07:00:00,LY 8185,2024-02-15 13:58:49,18
EGLL,CYUL,Montreal,2024-02-16 07:10:00,ME 4506,2024-02-15 13:58:49,18
EGLL,EHAM,Amsterdam,2024-02-16 07:40:00,MF 9301,2024-02-15 13:58:49,18
EGLL,WSSS,Singapore,2024-02-16 07:20:00,MH 5754,2024-02-15 13:58:49,18
EGLL,KCLT,Charlotte,2024-02-16 07:00:00,MH 9532,2024-02-15 13:58:49,18
EGLL,LFPG,Paris,2024-02-16 07:25:00,MH 9665,2024-02-15 13:58:49,18
EGLL,EGPD,Aberdeen,2024-02-16 07:45:00,MH 9681,2024-02-15 13:58:49,18
EGLL,EGPH,Edinburgh,2024-02-16 07:45:00,MH 9823,2024-02-15 13:58:49,18
EGLL,LSGG,Geneva,2024-02-16 07:35:00,MH 9851,2024-02-15 13:58:49,18
EGLL,EDDH,Hamburg,2024-02-16 07:15:00,MH 9863,2024-02-15 13:58:49,18
EGLL,LSZH,Zurich,2024-02-16 07:30:00,MH 9927,2024-02-15 13:58:49,18
EGLL,CYUL,Montreal,2024-02-16 07:10:00,MS 9601,2024-02-15 13:58:49,18
EGLL,EHAM,Amsterdam,2024-02-16 07:40:00,MU 1617,2024-02-15 13:58:49,18
EGLL,EDDF,Frankfurt-am-Main,2024-02-16 07:45:00,NH 6233,2024-02-15 13:58:49,18
EGLL,WSSS,Singapore,2024-02-16 07:20:00,NZ 3306,2024-02-15 13:58:49,18
EGLL,KSFO,San Francisco,2024-02-16 07:30:00,NZ 9830,2024-02-15 13:58:49,18
EGLL,KIAH,Houston,2024-02-16 07:25:00,OS 7814,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 07:55:00,OS 7852,2024-02-15 13:58:49,18
EGLL,KSFO,San Francisco,2024-02-16 07:30:00,OS 7856,2024-02-15 13:58:49,18
EGLL,CYUL,Montreal,2024-02-16 07:10:00,OS 8240,2024-02-15 13:58:49,18
EGLL,LFSB,Bâle/Mulhouse,2024-02-16 07:35:00,QF 3518,2024-02-15 13:58:49,18
EGLL,KCLT,Charlotte,2024-02-16 07:00:00,QR 2503,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 07:20:00,QR 2761,2024-02-15 13:58:49,18
EGLL,EDDH,Hamburg,2024-02-16 07:15:00,QR 5879,2024-02-15 13:58:49,18
EGLL,EDDL,Duesseldorf,2024-02-16 07:40:00,QR 5890,2024-02-15 13:58:49,18
EGLL,LFSB,Bâle/Mulhouse,2024-02-16 07:35:00,QR 5939,2024-02-15 13:58:49,18
EGLL,FAOR,Jo'anna,2024-02-16 07:40:00,QR 5978,2024-02-15 13:58:49,18
EGLL,EGPD,Aberdeen,2024-02-16 07:45:00,QR 6007,2024-02-15 13:58:49,18
EGLL,TXKF,Hamilton,2024-02-16 07:10:00,QR 6218,2024-02-15 13:58:49,18
EGLL,EGPH,Edinburgh,2024-02-16 07:45:00,QR 6280,2024-02-15 13:58:49,18
EGLL,LSZH,Zurich,2024-02-16 07:30:00,QR 9693,2024-02-15 13:58:49,18
EGLL,LSGG,Geneva,2024-02-16 07:35:00,QR 9759,2024-02-15 13:58:49,18
EGLL,KIAH,Houston,2024-02-16 07:25:00,SN 9082,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 07:55:00,SN 9086,2024-02-15 13:58:49,18
EGLL,KSFO,San Francisco,2024-02-16 07:30:00,SN 9105,2024-02-15 13:58:49,18
EGLL,WSSS,Singapore,2024-02-16 07:20:00,SQ 306,2024-02-15 13:58:49,18
EGLL,OERK,Riyadh,2024-02-16 07:30:00,SV 111,2024-02-15 13:58:49,18
EGLL,WSSS,Singapore,2024-02-16 07:20:00,TP 8400,2024-02-15 13:58:49,18
EGLL,CYUL,Montreal,2024-02-16 07:10:00,UA 8296,2024-02-15 13:58:49,18
EGLL,KIAH,Houston,2024-02-16 07:25:00,UA 880,2024-02-15 13:58:49,18
EGLL,EDDF,Frankfurt-am-Main,2024-02-16 07:45:00,UA 8809,2024-02-15 13:58:49,18
EGLL,WSSS,Singapore,2024-02-16 07:20:00,VA 5560,2024-02-15 13:58:49,18
EGLL,VIDP,New Delhi,2024-02-16 07:10:00,VN 3193,2024-02-15 13:58:49,18
EGLL,VVNB,Hanoi,2024-02-16 07:15:00,VN 55,2024-02-15 13:58:49,18
EGLL,KTPA,Tampa,2024-02-16 07:55:00,VS 130,2024-02-15 13:58:49,18
EGLL,TAPA,St. George,2024-02-16 07:35:00,VS 134,2024-02-15 13:58:49,18
EGLL,VIDP,New Delhi,2024-02-16 07:10:00,VS 303,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 07:55:00,VS 4000,2024-02-15 13:58:49,18
EGLL,KATL,Atlanta,2024-02-16 07:05:00,VS 4044,2024-02-15 13:58:49,18
EGLL,LFMN,Nice,2024-02-16 07:55:00,VS 6116,2024-02-15 13:58:49,18
EGLL,EHAM,Amsterdam,2024-02-16 07:40:00,VS 6992,2024-02-15 13:58:49,18
EGLL,WSSS,Singapore,2024-02-16 07:20:00,VS 7975,2024-02-15 13:58:49,18
EGLL,LIPE,Bologna,2024-02-16 08:45:00,AA 6617,2024-02-15 13:58:49,18
EGLL,LKPR,Prague,2024-02-16 08:10:00,AA 6632,2024-02-15 13:58:49,18
EGLL,LOWW,Vienna,2024-02-16 08:45:00,AA 6642,2024-02-15 13:58:49,18
EGLL,EGNT,Newcastle upon Tyne,2024-02-16 08:15:00,AA 6652,2024-02-15 13:58:49,18
EGLL,EGAC,Belfast,2024-02-16 08:20:00,AA 6715,2024-02-15 13:58:49,18
EGLL,EIDW,Dublin,2024-02-16 08:45:00,AA 6765,2024-02-15 13:58:49,18
EGLL,LFBO,Toulouse-Blagnac,2024-02-16 08:05:00,AA 6798,2024-02-15 13:58:49,18
EGLL,LIML,Milan,2024-02-16 08:40:00,AA 6826,2024-02-15 13:58:49,18
EGLL,EDDB,Berlin,2024-02-16 08:10:00,AA 6828,2024-02-15 13:58:49,18
EGLL,CYUL,Montreal,2024-02-16 08:30:00,AA 6919,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 08:00:00,AA 6929,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 08:40:00,AA 6933,2024-02-15 13:58:49,18
EGLL,KBNA,Nashville,2024-02-16 08:45:00,AA 6973,2024-02-15 13:58:49,18
EGLL,EGJJ,St Helier,2024-02-16 08:20:00,AA 7052,2024-02-15 13:58:49,18
EGLL,EGPF,Glasgow,2024-02-16 08:15:00,AA 7134,2024-02-15 13:58:49,18
EGLL,ESSA,Stockholm,2024-02-16 08:30:00,AA 7186,2024-02-15 13:58:49,18
EGLL,EKCH,Copenhagen,2024-02-16 08:10:00,AA 7193,2024-02-15 13:58:49,18
EGLL,EDDF,Frankfurt-am-Main,2024-02-16 08:00:00,AA 7238,2024-02-15 13:58:49,18
EGLL,KSFO,San Francisco,2024-02-16 07:30:00,UA 901,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 07:55:00,UA 920,2024-02-15 13:58:49,18
EGLL,EDDL,Duesseldorf,2024-02-16 07:25:00,UA 9624,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 08:15:00,AA 80,2024-02-15 13:58:49,18
EGLL,EIDW,Dublin,2024-02-16 08:05:00,AA 8032,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 08:15:00,AA 86,2024-02-15 13:58:49,18
EGLL,LSZH,Zurich,2024-02-16 08:05:00,AC 6829,2024-02-15 13:58:49,18
EGLL,EIDW,Dublin,2024-02-16 08:05:00,AC 6922,2024-02-15 13:58:49,18
EGLL,EDDS,Stuttgart,2024-02-16 08:00:00,AC 6945,2024-02-15 13:58:49,18
EGLL,EDDK,Cologne,2024-02-16 08:10:00,AC 6949,2024-02-15 13:58:49,18
EGLL,CYYZ,Toronto,2024-02-16 08:30:00,AC 856,2024-02-15 13:58:49,18
EGLL,EKCH,Copenhagen,2024-02-16 08:55:00,AC 9936,2024-02-15 13:58:49,18
EGLL,WSSS,Singapore,2024-02-16 07:20:00,SK 8036,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 08:25:00,AC 3715,2024-02-15 13:58:49,18
EGLL,LFPG,Paris,2024-02-16 08:00:00,AF 1680,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 08:30:00,AM 7667,2024-02-15 13:58:49,18
EGLL,KBNA,Nashville,2024-02-16 08:45:00,AY 5404,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 08:40:00,AY 5472,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 08:00:00,AY 5516,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 08:15:00,AY 5760,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 08:15:00,AY 5794,2024-02-15 13:58:49,18
EGLL,ESSA,Stockholm,2024-02-16 08:30:00,AY 5937,2024-02-15 13:58:49,18
EGLL,EGPF,Glasgow,2024-02-16 08:15:00,AY 5974,2024-02-15 13:58:49,18
EGLL,CYUL,Montreal,2024-02-16 08:30:00,AY 5994,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 08:30:00,AF 9917,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 08:00:00,BA 116,2024-02-15 13:58:49,18
EGLL,EGNT,Newcastle upon Tyne,2024-02-16 08:15:00,BA 1321,2024-02-15 13:58:49,18
EGLL,EGJJ,St Helier,2024-02-16 08:20:00,BA 1339,2024-02-15 13:58:49,18
EGLL,EGAC,Belfast,2024-02-16 08:20:00,BA 1431,2024-02-15 13:58:49,18
EGLL,EGPF,Glasgow,2024-02-16 08:15:00,BA 1475,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 08:15:00,BA 1531,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 08:15:00,BA 1543,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 08:40:00,BA 172,2024-02-15 13:58:49,18
EGLL,KBNA,Nashville,2024-02-16 08:45:00,BA 222,2024-02-15 13:58:49,18
EGLL,SBGL,Rio de Janeiro,2024-02-16 08:10:00,BA 248,2024-02-15 13:58:49,18
EGLL,LFBO,Toulouse-Blagnac,2024-02-16 08:05:00,BA 377,2024-02-15 13:58:49,18
EGLL,EGAE,Derry City,2024-02-16 08:00:00,BA 4001,2024-02-15 13:58:49,18
EGLL,LIPE,Bologna,2024-02-16 08:45:00,BA 543,2024-02-15 13:58:49,18
EGLL,LIML,Milan,2024-02-16 08:40:00,BA 561,2024-02-15 13:58:49,18
EGLL,EIDW,Dublin,2024-02-16 08:05:00,BA 5952,2024-02-15 13:58:49,18
EGLL,LOWW,Vienna,2024-02-16 08:45:00,BA 699,2024-02-15 13:58:49,18
EGLL,ESSA,Stockholm,2024-02-16 08:30:00,BA 771,2024-02-15 13:58:49,18
EGLL,EKCH,Copenhagen,2024-02-16 08:10:00,BA 811,2024-02-15 13:58:49,18
EGLL,EIDW,Dublin,2024-02-16 08:45:00,BA 831,2024-02-15 13:58:49,18
EGLL,LKPR,Prague,2024-02-16 08:10:00,BA 853,2024-02-15 13:58:49,18
EGLL,EDDF,Frankfurt-am-Main,2024-02-16 08:00:00,BA 901,2024-02-15 13:58:49,18
EGLL,CYUL,Montreal,2024-02-16 08:30:00,BA 94,2024-02-15 13:58:49,18
EGLL,EDDB,Berlin,2024-02-16 08:10:00,BA 981,2024-02-15 13:58:49,18
EGLL,EKCH,Copenhagen,2024-02-16 08:10:00,CX 7190,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 08:30:00,DL 5988,2024-02-15 13:58:49,18
EGLL,LFPG,Paris,2024-02-16 08:00:00,DL 8718,2024-02-15 13:58:49,18
EGLL,EIDW,Dublin,2024-02-16 08:05:00,EI 152,2024-02-15 13:58:49,18
EGLL,EGAC,Belfast,2024-02-16 08:20:00,EI 8319,2024-02-15 13:58:49,18
EGLL,EIDW,Dublin,2024-02-16 08:45:00,EI 8331,2024-02-15 13:58:49,18
EGLL,CYUL,Montreal,2024-02-16 08:30:00,EI 8794,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 08:00:00,EI 8816,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 08:40:00,EI 8872,2024-02-15 13:58:49,18
EGLL,KBNA,Nashville,2024-02-16 08:45:00,EI 8922,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 08:15:00,GF 6678,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 08:15:00,GF 6686,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 08:15:00,IB 4206,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 08:15:00,IB 4208,2024-02-15 13:58:49,18
EGLL,CYUL,Montreal,2024-02-16 08:30:00,IB 7338,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 08:00:00,IB 7354,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 08:40:00,IB 7371,2024-02-15 13:58:49,18
EGLL,SAEZ,Buenos Aires,2024-02-16 08:10:00,IB 7422,2024-02-15 13:58:49,18
EGLL,EDDK,Cologne,2024-02-16 08:10:00,EW 460,2024-02-15 13:58:49,18
EGLL,EDDS,Stuttgart,2024-02-16 08:00:00,EW 2462,2024-02-15 13:58:49,18
EGLL,ESSA,Stockholm,2024-02-16 08:30:00,IB 7499,2024-02-15 13:58:49,18
EGLL,EGNT,Newcastle upon Tyne,2024-02-16 08:15:00,IB 7538,2024-02-15 13:58:49,18
EGLL,EGPF,Glasgow,2024-02-16 08:15:00,IB 7585,2024-02-15 13:58:49,18
EGLL,KBNA,Nashville,2024-02-16 08:45:00,IB 7759,2024-02-15 13:58:49,18
EGLL,EGNT,Newcastle upon Tyne,2024-02-16 08:15:00,JL 6512,2024-02-15 13:58:49,18
EGLL,EDDB,Berlin,2024-02-16 08:10:00,JL 6524,2024-02-15 13:58:49,18
EGLL,LIPE,Bologna,2024-02-16 08:45:00,JL 7152,2024-02-15 13:58:49,18
EGLL,LOWW,Vienna,2024-02-16 08:45:00,JL 7160,2024-02-15 13:58:49,18
EGLL,LIML,Milan,2024-02-16 08:40:00,JL 7736,2024-02-15 13:58:49,18
EGLL,EGPF,Glasgow,2024-02-16 08:15:00,JL 7752,2024-02-15 13:58:49,18
EGLL,ESSA,Stockholm,2024-02-16 08:30:00,JL 7758,2024-02-15 13:58:49,18
EGLL,EKCH,Copenhagen,2024-02-16 08:10:00,JL 7774,2024-02-15 13:58:49,18
EGLL,EDDF,Frankfurt-am-Main,2024-02-16 08:00:00,JL 7820,2024-02-15 13:58:49,18
EGLL,EIDW,Dublin,2024-02-16 08:45:00,JL 7822,2024-02-15 13:58:49,18
EGLL,EGJJ,St Helier,2024-02-16 08:20:00,JL 7836,2024-02-15 13:58:49,18
EGLL,LKPR,Prague,2024-02-16 08:10:00,JL 7854,2024-02-15 13:58:49,18
EGLL,EGAC,Belfast,2024-02-16 08:20:00,JL 7130,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 08:30:00,KL 2509,2024-02-15 13:58:49,18
EGLL,EGAE,Derry City,2024-02-16 08:00:00,KL 3061,2024-02-15 13:58:49,18
EGLL,CYYZ,Toronto,2024-02-16 08:30:00,LH 6585,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 08:25:00,LH 7632,2024-02-15 13:58:49,18
EGLL,EDDF,Frankfurt-am-Main,2024-02-16 08:45:00,LH 900,2024-02-15 13:58:49,18
EGLL,LFPG,Paris,2024-02-16 08:00:00,KQ 3218,2024-02-15 13:58:49,18
EGLL,EDDM,Munich,2024-02-16 08:05:00,LH 2470,2024-02-15 13:58:49,18
EGLL,EGAE,Derry City,2024-02-16 08:00:00,LM 651,2024-02-15 13:58:49,18
EGLL,LSGG,Geneva,2024-02-16 08:15:00,LX 352,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 08:15:00,LY 8045,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 08:15:00,LY 8087,2024-02-15 13:58:49,18
EGLL,CYYZ,Toronto,2024-02-16 08:30:00,ME 4522,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 08:15:00,MH 9392,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 08:15:00,MH 9424,2024-02-15 13:58:49,18
EGLL,EKCH,Copenhagen,2024-02-16 08:10:00,MH 9801,2024-02-15 13:58:49,18
EGLL,EGPF,Glasgow,2024-02-16 08:15:00,MH 9835,2024-02-15 13:58:49,18
EGLL,EGNT,Newcastle upon Tyne,2024-02-16 08:15:00,MH 9885,2024-02-15 13:58:49,18
EGLL,LFBO,Toulouse-Blagnac,2024-02-16 08:05:00,MH 9899,2024-02-15 13:58:49,18
EGLL,EDDB,Berlin,2024-02-16 08:10:00,MH 9901,2024-02-15 13:58:49,18
EGLL,LFPG,Paris,2024-02-16 08:00:00,MK 9412,2024-02-15 13:58:49,18
EGLL,CYYZ,Toronto,2024-02-16 08:30:00,MS 9617,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 08:25:00,OS 7834,2024-02-15 13:58:49,18
EGLL,CYYZ,Toronto,2024-02-16 08:30:00,OS 8224,2024-02-15 13:58:49,18
EGLL,LFBO,Toulouse-Blagnac,2024-02-16 08:05:00,QF 3510,2024-02-15 13:58:49,18
EGLL,EDDB,Berlin,2024-02-16 08:10:00,QF 3536,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 08:15:00,QR 2763,2024-02-15 13:58:49,18
EGLL,KORD,Chicago,2024-02-16 08:15:00,QR 2860,2024-02-15 13:58:49,18
EGLL,ESSA,Stockholm,2024-02-16 08:30:00,QR 5919,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 08:25:00,LX 3043,2024-02-15 13:58:49,18
EGLL,LSZH,Zurich,2024-02-16 08:05:00,LX 316,2024-02-15 13:58:49,18
EGLL,EGPF,Glasgow,2024-02-16 08:15:00,QR 5962,2024-02-15 13:58:49,18
EGLL,LFBO,Toulouse-Blagnac,2024-02-16 08:05:00,QR 5970,2024-02-15 13:58:49,18
EGLL,EGNT,Newcastle upon Tyne,2024-02-16 08:15:00,QR 5979,2024-02-15 13:58:49,18
EGLL,CYUL,Montreal,2024-02-16 08:30:00,QR 5990,2024-02-15 13:58:49,18
EGLL,EDDF,Frankfurt-am-Main,2024-02-16 08:00:00,QR 6014,2024-02-15 13:58:49,18
EGLL,EIDW,Dublin,2024-02-16 08:45:00,QR 9695,2024-02-15 13:58:49,18
EGLL,EKCH,Copenhagen,2024-02-16 08:55:00,SK 501,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 08:25:00,SN 9055,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 08:30:00,SQ 2588,2024-02-15 13:58:49,18
EGLL,EKCH,Copenhagen,2024-02-16 08:55:00,SQ 2629,2024-02-15 13:58:49,18
EGLL,CYYZ,Toronto,2024-02-16 08:30:00,TG 5808,2024-02-15 13:58:49,18
EGLL,EKCH,Copenhagen,2024-02-16 08:55:00,TG 6222,2024-02-15 13:58:49,18
EGLL,EGJJ,St Helier,2024-02-16 08:20:00,QR 9779,2024-02-15 13:58:49,18
EGLL,CYYZ,Toronto,2024-02-16 08:30:00,UA 8082,2024-02-15 13:58:49,18
EGLL,EDDS,Stuttgart,2024-02-16 08:00:00,UA 9632,2024-02-15 13:58:49,18
EGLL,EDDK,Cologne,2024-02-16 08:10:00,UA 9647,2024-02-15 13:58:49,18
EGLL,LSGG,Geneva,2024-02-16 08:15:00,UA 9736,2024-02-15 13:58:49,18
EGLL,CYYZ,Toronto,2024-02-16 08:30:00,UL 2856,2024-02-15 13:58:49,18
EGLL,LFPG,Paris,2024-02-16 08:00:00,UU 8680,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 08:30:00,VS 138,2024-02-15 13:58:49,18
EGLL,LTFM,Istanbul,2024-02-16 09:55:00,3U 7203,2024-02-15 13:58:49,18
EGLL,KMIA,Miami,2024-02-16 09:40:00,AA 38,2024-02-15 13:58:49,18
EGLL,LHBP,Budapest,2024-02-16 09:30:00,AA 6600,2024-02-15 13:58:49,18
EGLL,LTFM,Istanbul,2024-02-16 09:45:00,AA 6612,2024-02-15 13:58:49,18
EGLL,ESGG,Goteborg,2024-02-16 09:05:00,AA 6619,2024-02-15 13:58:49,18
EGLL,ENGM,Oslo,2024-02-16 09:00:00,AA 6628,2024-02-15 13:58:49,18
EGLL,LEBL,Barcelona,2024-02-16 09:30:00,AA 6815,2024-02-15 13:58:49,18
EGLL,EPWA,Warsaw,2024-02-16 09:35:00,AA 6887,2024-02-15 13:58:49,18
EGLL,KJFK,New York,2024-02-16 09:20:00,AA 6914,2024-02-15 13:58:49,18
EGLL,KLAX,Los Angeles,2024-02-16 09:50:00,AA 6935,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 09:25:00,AA 6945,2024-02-15 13:58:49,18
EGLL,KDFW,Dallas-Fort Worth,2024-02-16 09:45:00,AA 6949,2024-02-15 13:58:49,18
EGLL,KDEN,Denver,2024-02-16 09:30:00,AA 6969,2024-02-15 13:58:49,18
EGLL,EGCC,Manchester,2024-02-16 09:15:00,AA 7088,2024-02-15 13:58:49,18
EGLL,LFPG,Paris,2024-02-16 08:00:00,VS 6700,2024-02-15 13:58:49,18
EGLL,KEWR,Newark,2024-02-16 08:25:00,UA 904,2024-02-15 13:58:49,18
EGLL,EDDM,Munich,2024-02-16 09:05:00,AA 7201,2024-02-15 13:58:49,18
EGLL,EGPH,Edinburgh,2024-02-16 09:10:00,AA 7221,2024-02-15 13:58:49,18
EGLL,LFMN,Nice,2024-02-16 09:05:00,AA 7248,2024-02-15 13:58:49,18
EGLL,KPHL,Philadelphia,2024-02-16 09:20:00,AA 728,2024-02-15 13:58:49,18
EGLL,KCLT,Charlotte,2024-02-16 09:15:00,AA 732,2024-02-15 13:58:49,18
EGLL,EIDW,Dublin,2024-02-16 09:05:00,AA 8034,2024-02-15 13:58:49,18
EGLL,EINN,Limerick city,2024-02-16 09:15:00,AA 8060,2024-02-15 13:58:49,18
EGLL,EICK,Cork,2024-02-16 09:00:00,AA 8068,2024-02-15 13:58:49,18
EGLL,LEMD,Madrid,2024-02-16 09:15:00,AA 8653,2024-02-15 13:58:49,18
EGLL,EFHK,Helsinki,2024-02-16 09:10:00,AA 8999,2024-02-15 13:58:49,18
EGLL,KDEN,Denver,2024-02-16 09:40:00,AC 4050,2024-02-15 13:58:49,18
EGLL,LOWW,Vienna,2024-02-16 09:10:00,AC 6190,2024-02-15 13:58:49,18
EGLL,LTFM,Istanbul,2024-02-16 09:55:00,AC 6697,2024-02-15 13:58:49,18
EGLL,EPWA,Warsaw,2024-02-16 09:35:00,AC 6744,2024-02-15 13:58:49,18
EGLL,EIDW,Dublin,2024-02-16 09:05:00,AC 6904,2024-02-15 13:58:49,18
EGLL,EICK,Cork,2024-02-16 09:00:00,AC 6912,2024-02-15 13:58:49,18
EGLL,EINN,Limerick city,2024-02-16 09:15:00,AC 6916,2024-02-15 13:58:49,18
EGLL,EDDH,Hamburg,2024-02-16 09:05:00,AC 6969,2024-02-15 13:58:49,18
EGLL,VABB,Mumbai,2024-02-16 09:20:00,AC 855,2024-02-15 13:58:49,18
EGLL,KBOS,Boston,2024-02-16 09:00:00,AF 9646,2024-02-15 13:58:49,18
EGLL,KSEA,Seattle,2024-02-16 09:40:00,AF 9905,2024-02-15 13:58:49,18
EGLL,EPWA,Warsaw,2024-02-16 09:35:00,AI 7761,2024-02-15 13:58:49,18
EGLL,KSEA,Seattle,2024-02-16 09:40:00,AM 7671,2024-02-15 13:58:49,18
